Content,Label
"`we run tings . 
tings don't run we . ' 
-sound advice from capone ( paul campbell ) to his squaddie ( or partner ) , floyd ( winston bell ) . 
jamaican film , shot entirely on video , featuring a standard cop movie plot mixed with a dash of john woo-styled brotherhood morals ( and a little gunplay ) . 
capone , a tough as nails super cop , gets a transfer back to his hometown of kingston after successfully taking down some gangsters that have broken into his home ( while he was with his lady ) and killed his partner in front of him . 
when he arrives , he discovers that the ghetto where he grew up has gotten worse , thanks mainly to the crime boss wonie ( jamaican film veteran carl bradshaw ) , so named because his left hand has been amputated and replaced by a grasping hook ) . 
capone discovers that wonie has been smuggling guns inside shipments of charity supplies for the area churches and , much to his disappointment , also finds out his childhood friend ratty ( mark danvers ) has been helping him . 
torn between doing his job and protecting his best friend , capone must make some hard decisions in order to make things right again . 
directed deftly by first time jamaican filmmaker chris browne ( assistant director for such american films as how stella got her groove back and instinct ) , one hardly notices the film was shot on video after a while . 
shots are handled so efficiently that they quickly take on the nuances of the aforementioned john woo films , although the action isn't as hyperkinetic as most of woo's films are . 
the action scenes are handled with a kind of flair though , and eventually begin to take on a life of their own ( beyond the hong kong films that they are obviously patterned after ) . 
the make-up effects are particularly good in these scenes as well , with flawless squib work on display from the effects team . 
the cast is superb and listening to their dialogue , spoken with thick jamaican accents ( half of which have to be subtitled because of their extensive use of slang ) , just adds to the interest . 
paul campbell , as the `loose cannon' capone , essays his role perfectly , displaying the right amount of menace and compassion at the right times . 
mark danvers evokes sympathy as ratty , the part-time gun smuggler who is also trying to help the community by building football fields and organizing block parties to bring people together . 
unfortunately , carl bradshaw is given the least to do and his character as the crime boss seems ineffective ( largely because his underlings seem to run all over him ) , but then again , that could be the way his character was intended to be portrayed . 
the music in the film is composed of all reggae songs , and the soundtrack was produced by grammy award winning artists , sly and robbie ( who have worked with the likes of the rolling stones , maxi priest , bob dylan , james brown , grace jones , herbie hancock , bootsy collins , and carly simon among others ) . 
the end credit song , `we run tings' , by the group red dragon , is pretty decent and carries on the theme of the movie established early on by the quote that opens this review . 
oddly enough , desmond ballentine ( who plays the character deportee ) is well known as a pioneer in the realm of `gangsta' reggae as the performer ninjaman , and he doesn't contribute a single song to the film ( that i could see ) , which is virtually unheard of here in the us . 
at the time of this writing , third world cop has been put into limited theatrical release in the us , coming off of a six-month box-office breaking run in jamaica , where it holds the position as highest grossing film of all time ( bringing in $21 million in jamaica , which is roughly $500 , 000 us ) . 
palm pictures ( the company that released the offbeat , but entertaining six-string samurai ) is the company releasing the film and considering that their main focus is the dvd market , i can imagine that a disc will be available once the film has left theaters . 
chris blackwell , founder of palm pictures , was also involved in the production of another jamaican box-office smash in 1981 entitled countryman , so i'd say he has a pretty good track record . 
overall , third world cop is a pretty entertaining homage to the films of john woo , ringo lam , tsui hark , and many other action films by directors from hong kong . 
if action films are your thing and you don't mind intermittent subtitles , then you can't go wrong with this film . 
the performances and the story are solid ( if only a little cliched ) and the action is tight . 
i'm not sure what the other jamaican films released in that country are like , but apparently third world cop's honors are well deserved . 
",pos
"i'm not quite sure how best to go about writing this review . 
i must admit that i was a little disappointed by barry levinson's political satire "" wag the dog , "" but in retrospect , this has less to do with the film itself than with false expectations i had going into it . 
quite a few of the reviews i have read led me to believe that this film was absolutely hilarious and would make me laugh out loud the whole way through , and it didn't do that . 
they also led me to believe that it would deliver a vicious and all-too-true attack on the way the american political media works , and it didn't quite do that either . 
a few of them even suggested that it would prove a worthy successor to stanley kubrick's "" dr . 
strangelove "" in the tradition of political black comedy , and it most definitely didn't do that . 
that said , "" wag the dog "" is actually a very clever satire on the shady manipulations of political figures and those who assist them . 
the story revolves around the attempts of political spin doctor conread brean ( robert deniro ) to distract the american public from the accusations that the president , who is up for re-election in two weeks , sexually harassed a young girl in the oval office . 
the accusations , the script suggests , are probably untrue , but as brean so pointedly puts it , that isn't particularly relevant : the scandal is likely to derail the president's campaign regardless of its truth or falsehood . 
brean , along with his assistant ( anne heche ) , decide to contact hollywood producer stanley motss ( dustin hoffman ) to enlist his help in concocting enough propaganda and special-effects trickery to make it appear that the u . s . is going to war with albanian terrorists and thus propel the president to victory on a wave of patriotic fervor . 
as i said , "" wag the dog "" is not quite as laugh-out-loud hilarious as i had expected , but there are some genuinely funny moments to be found here , such as when , in an echo of a familiar movie clich ? , the camera pans out over an urban sunset to the strains of uplifting , inspirational music , then cuts to a studio to reveal that the singing is coming from a group of musicians whom motss has assembled to perform "" we have the right to fight for democracy . "" 
another scene shows us how , with modern editing equipment , an actress running across a sound stage with a bag of potato chips can be turned into a frightened young girl and her kitten fleeing a terrorist attack on her village . 
the most consistently effective gag revolves around the propaganda team's attempt to forge a fictional war hero out of sgt . 
william "" old shoe "" schumann ( woody harrelson ) , an ex-military officer who turns out to be a first-class psycho . 
of course , not everything goes as planned ; the cia , for example , realizes what's going on and strikes a deal with the president's electoral opponent to report to the media that the "" fighting "" has ended , forcing motss and brean to come up with a new angle on the supposed albanian crisis . 
still , even with the cia's involvement , the film falls a little short in terms of making this scenario believable . 
regardless of the official word from the president or the cia , wouldn't the major media outlets have eastern european correspondents who could verify that there is , in fact , no fighting going on in albania ? 
the film never addresses this question , nor does it show the reactions of the american public to the news of the apparent war except for a few scenes which border on the farcical , such as when basketball fans litter the court with shoes in support of the aforementioned sgt . 
schumann ; we are apparently meant to assume that everyone is buying it . 
there was also an instance , towards the end of the film , in which one of motss's forced reinventions of the story seems to contradict what he and brean had been selling to the public thus far and could conceivably have given the game away . 
with these plot holes , "" wag the dog "" doesn't quite work as a satire of american politics , but it does send up the mentality that might lead to these kinds of machinations in the first place . 
brean and his advisors never seem concerned that what they are doing is unethical ; rather , they worry about how convincing it will be and whether or not they have enough money to pull it off . 
the film takes a decidely dark turn towards the end , as we learn how far they are willing to go in order to keep the propaganda campaign a secret . 
motss and his hollywood buddies , meanwhile , seem completely out of touch with the rest of the world and just see this undertaking as another creative project . 
in fact , one of the sources of conflict in the film is motss's increasing restlessness with the idea of not being able to take credit for producing the fake war ; in his mind , it is the greatest work of art he has ever created . 
i think it's fair to say that "" wag the dog "" underachieves a little bit : more attention to the public reaction and tighter plotting might have made this into a four-star film and a classic satire . 
still , the issue of an american president using war and patriotism to distract from scandals or domestic unpopularity is a very real one . 
wag the dog takes the issue one step further and asks , what if the war wasn't even real ? 
with this premise and the talented cast , the film still delivers more consistently than most , whatever its flaws . 
",pos
"just look back two years ago at the coen brothers' comedic gem the big lebowski , change the actors , take away the bowling alley , add a record store , and you've got high fidelity ( or maybe the other way around since nick hornby's novel high fidelity came first ) . 
either way , it's been done before , a trio of losers cracking jokes and complaining about their failed romances , yet it remains consistently funny . 
why is this ? 
maybe because you know your life is much better than this , you know these guys are more pathetic than you are , and you know its ok to laugh at them because they're fictional . 
director stephen frears , possibly not intentionally , has created a movie that makes you feel good about yourself and even that ostensibly no good uncle who watches television twenty four hours a day . 
when watching high fidelity , expect to laugh at someone else's pain , realize what you are laughing at , and then laugh again . 
i laughed at dick ( todd louiso ) , the shy , timorous , steve buscemi character of lebowski , who seems to know what he is talking about but either can't put it into words or is harshly rejected by his friends . 
i laughed at the john goodman character barry ( jack black ) , an exact replica of the comic bookstore owner on the simpsons , pudgy , egotistic , and obnoxious at the same time . 
and i laughed at rob ( john cusack ) , the jeff bridges type , whom the story revolves around . 
rob is the character easiest to relate to , but he is nothing like you at all . 
he uncontrollably cheats and lies , then is unable to realize why he can not hold onto a woman . 
and like his other miserable friends , pop music is where he inevitably goes for comfort . 
he spends the afternoons at his job quizzing his coworkers with obscure trivia or listening to new music and either deriding it or praising it . 
whatever human emotions the clash , aretha franklin , and bruce springsteen records hold , rob and co . 
grasp them and help fill voids in their social lives . 
rob has built an extensive collection in his record store as well as his home and he organizes them depending on what mood he is in . 
during this confused stage of his life in which the movie focuses on , rob is trying to cope with numerous rejections over the years by visiting past girlfriends and eventually asking why they dumped him . 
but these aren't any girlfriends ? these girls made the all time top five break ups in the history of rob ( rob's incessant use of lists show how pop music has played a major role in his life ) . 
the plot in three words is : women and music . 
the approach director stephen frears takes by having the charismatic rob speak directly to the camera is very effective . 
it gives high fidelity a quickly paced , informal structure , adjectives which perfectly parallel rob's own lifestyle . 
it also helps open the viewer's eyes as to how annoying barry is . 
jack black steals the show with a hilariously realistic performance as a total sleaze ball . 
just listening to him speak for five minutes makes the audience immediately sympathetic for rob , who must work with him every day of the week . 
what frears does so well is that he makes us feel sorry for rob while laughing at his misfortunes . 
john cusack plays his character convincingly but it is the strong supporting cast , consisting of big stars and character actors , that really defines rob . 
now instead of rob just talking to the camera , after he explains something , the remaining cast members physically and humorously create what he is trying to say . 
the only problem with high fidelity is that it doesn't end when it should have ended . 
instead the movie goes on for a torturous twenty minutes that seem a lot longer than that . 
also bruce springsteen is completely wasted in a brief cameo halfway through the movie . 
high fidelity is a cheerful , old fashioned comedy with a voluminous soundtrack and as many laughs . 
i just hope hollywood keeps creating losers on the big screen , they make everyone look and feel great . 
",pos
"accepting his oscar as producer of this year's best picture winner , saul zaentz remarked that his cup runneth over . 
one could almost say the same about his much-prized film . 
rarely is the screen so overflowing with potent imagery , symbolism , ideas and metaphors , complex and literate storytelling , all possessed of an intelligence that invites -- even demands -- constant scrutiny , an acuity of perception and observation that must somehow yield the truth . 
in short , the antithesis of all things hollywood . 
yet this surfeit of signals is made to serve a rather pale and thinly realized love story whose emotional impact is as dry as a desert wind . 
ralph fiennes is the title character , an amnesiac burn victim whose gradual return to memory , and particularly the memory of love , is the ostensible focus of the film . 
but despite the use of numerous flashbacks to help put the pieces of this personal puzzle together , we never learn enough about the man to feel much empathy for him . 
his emotional life before the story begins is an essential clue that remains withheld . 
the same can easily be said for every other character in the film , of which there are too many . 
juliette binoche's nurse comes as close as this film gets to an emotional heart . 
at least we learn early on that she is scarred by the deaths of those close to her , and so we understand why she is eager to escape the company of her comrades in order to seek refuge in the convalescence of a mysterious , disfigured , dying stranger . 
even this information is imparted so quickly and in such cursory fashion , however , that it verges on the comical . 
with so many characters enjoying so little screen time , the film's 160 minutes can be taxing . 
yet there is something so captivating about the sensibility behind the camera that i couldn't help but feel that greatness was in the air . 
hints of it were everywhere -- in a man who hates ownership but wants desperately to possess his lover ; in ancient cave paintings of swimmers copied casually by a modern-day swimmer in the sahara ; in the way the shifting sands of time obliterate everything more completely than a world war . 
there is enough latent meaning to supply college film students with paper topics for years . 
but ultimately the emotional truths writer-director anthony minghella was grasping for were never revealed . 
in the end , i was left with the impression that i had witnessed quite an oxymoron : a haunting bore . 
bore is perhaps too strong a word . 
but after drinking in the rich production values , the cup remains only slightly over half-full . 
",pos
"you've seen this moment before , recently : a particularly troubled character senses danger of the paranormal kind when the room temperature inexplicably plummets to below freezing . 
the difference is that when it happens to lili taylor's nell in the haunting , we don't care . 
the hero of the sixth sense , a young boy named cole , is a rich creation , and we wish nothing more than for the ghosts who haunt him to take a hike . 
the seasons have changed since an ex-patient shot jaded child psychologist malcolm crowe ( willis ) in the comfort of his own bedroom . 
desperate to get his career back on track , even at the expense of his crumbling marriage ( to williams , of rushmore ) , malcolm councils the deeply troubled cole ( osment ) . 
the preteen displays all the quirks of malcolm's would-be killer : scars on his body ; antisocial behaviour ; and the reluctance to reveal a big secret . 
only after cole is locked in a closet by some bullies ( and hospitalized as a result ) does he divulge to malcolm , in a spine-tingling scene , that he sees dead people walking among us , all the time . 
malcolm assumes , and given his profession , reasonably so , that cole is schizophrenic , not psychic , but the sincerity in cole's anguished confession prevents the doctor from taking drastic measures . 
he will instead pursue the supernatural angle , becoming a kind of surrogate father to cole ( who lives with his single mother , lynn ( collette ) ) in the process . 
the sixth sense has more in common with ghost than poltergeist . 
 ( though shyamalan does , somewhat unforgiveably , crib the self-rearranging kitchen business from the latter . ) 
it's far more heartwarming than frightening , and the film would be none the worse for wear without its few pulp shocks . 
cole attracts the dead for reasons unknown , but they're not out to harm him , really-they just want to be heard , even if it means scaring the bejesus out of the innocent gradeschooler . 
perhaps the apparitions seem more ghastly to us , at first , than they really are because we're looking at the situation through the eyes of an eight-year-old . 
that's right : willis , for the first time in years , gives up the spotlight to his costar . 
we appreciate malcolm's domestic dilemma , but we identify with cole , recalling our fears of the bogeyman or the closet monster or the thing under the bed . 
both actors deliver immensely likable performances , and their dynamic is manifest . 
willis convinces us that he's a doctor , something he was unable to do as a horndog shrink in the overheated color of night . 
osment is phenomenal , a true professional who resists mugging for the camera like some child stars with too much experience in television commercials do . 
the sixth sense ( atmospherically shot by the silence of the lambs' cinematographer , tak fujimoto ) is actually a drama-its spooky , effective ad campaign is misleading . 
only because i was expecting something different did i notice-rather , feel-the movie's running time , which is just shy of two hours . 
the story unfurls slowly but engrossingly ; its unexpected finish is definitely worth the wait . 
i'm not sure said big twist ending is bulletproof , but i admired its audacity . 
",pos
"you've got mail works alot better than it deserves to . 
in order to make the film a success , all they had to do was cast two extremely popular and attractive stars , have them share the screen for about two hours and then collect the profits . 
no real acting was involved and there is not an original or inventive bone in it's body ( it's basically a complete re-shoot of the shop around the corner , only adding a few modern twists ) . 
essentially , it goes against and defies all concepts of good contemporary filmmaking . 
it's overly sentimental and at times terribly mushy , not to mention very manipulative . 
but oh , how enjoyable that manipulation is . 
but there must be something other than the casting and manipulation that makes the movie work as well as it does , because i absolutely hated the previous ryan/hanks teaming , sleepless in seattle . 
it couldn't have been the directing , because both films were helmed by the same woman . 
i haven't quite yet figured out what i liked so much about you've got mail , but then again , is that really important ? 
if you like something so much , why even question it ? 
again , the storyline is as cliched as they come . 
tom hanks plays joe fox , the insanely likeable owner of a discount book chain and meg ryan plays kathleen kelley , the even more insanely likeable proprietor of a family-run children's book shop called , in a nice homage , the shop around the corner . 
fox and kelley soon become bitter rivals because the new fox books store is opening up right across the block from the small business . 
little do they know , they are already in love with each other over the internet , only neither party knows the other person's true identity . 
the rest of the story isn't important because all it does is serve as a mere backdrop for the two stars to share the screen . 
sure , there are some mildly interesting subplots , but they all fail in comparison to the utter cuteness of the main relationship . 
all of this , of course , leads up to the predictable climax . 
but as foreseeable as the ending is , it's so damn cute and well-done that i doubt any movie in the entire year contains a scene the evokes as much pure joy as this part does . 
when ryan discovers the true identity of her online love , i was filled with such , for lack of a better word , happiness that for the first time all year , i actually left the theater smiling . 
",pos
"one can not observe a star trek movie and expect to see serious science fiction . 
the purpose of star trek is to provide flashy , innocent fun . 
sometimes the stories are compelling . 
sometimes they're not . 
but , with the exception of the first film in the series ( which provides little more than endless shots of amazed faces ) , i've never been bored by any of the enterprise's numerous missions . 
star trek : insurrection is no exception . 
the film has gotten some negative reviews ( a friend of mine actually thinks it's the worst in the series ) , but i'm not really sure why . 
it's an exciting , often hilarious movie that engaged me and left me ready for the next star trek film . 
some say it's a bit too light , and more of a long episode than a film . 
others say the special effects are cheesy and that it's boring . 
i simply enjoyed the film . 
insurrection , which is the second film to feature strictly the next generation cast , introduces us to a race of people called the ba'ku ; the ba'ku are very old ( most of them are about three hundred years old ) , but they actually appear younger with age due to strange radiation in the rings of their planet . 
of course , these peaceful people can't horde this fountain of youth all for themselves ? leave it up to their archenemies , the son'a , led by ru'afo ( f . 
murray abraham ) , to mess everything up . 
the son'a , who are horribly disfigured and rely on daily reconstructive surgery to be aesthetically acceptable , strike a deal with the federation to move the ba'ku elsewhere and exploit the secret to keep their race from dying . 
that's when captain picard ( patrick stewart ) steps in : he realizes that moving the ba'ku would kill them ( it also helps that he falls in love with a ba'ku woman ( donna murphy ) ) . 
so , with his trusty crew , picard defies the federation to keep the ba'ku in their natural habitat . 
when dealing with a series with as much history as this , it's not entirely necessary to re-introduce your characters with each episode . 
this is why i believe non-fans have a hard time getting into star trek ; in order to enjoy it , one has to understand how to approach it . 
insurrection , however , does a surprisingly good job of us new aspects of the characters . 
stewart is bold as always , a magnetic screen presence and perfectly capable of holding an entire film together . 
jonathan frakes , who also directed , is funny as commander riker ; a subplot with data ( brent spiner ) discovering his lost childhood is fairly interesting ; and abraham makes a perfect star trek villain , overacting like crazy . 
frakes showed similar aptitude for direction in first contact ; insurrection is an exciting film , with some really attractive special effects and a lot of good action . 
this is apparently the first star trek film to utilize computer animation , and the result is very pleasing to the eye : particularly in the climactic scenes , in which the son'a employ a giant space ship to suck up the rings of the ba'ku planet , the special effects have a clean , impressively sharp look . 
if i have any complaint about the film , it's that it tries to take a moral stance when it's not very appropriate to do so . 
i don't think it's that big of a deal that the federation wanted to move 600 ba'ku in order to save the lives of thousands . 
better yet , why couldn't they have co-existed ? 
insurrection feels a little to light to spring these kinds of big moral questions on the audience . 
with it's inherent camp factor , the star trek series doesn't seem well-equipped to deal with issues like this . 
i prefer to just enjoy the spectacle . 
",pos
"unzipped is a cinematic portrait of isaac mizrahi , an artist whose palette is fabric . 
ostensibly , the film is a documentary , but use of that term requires stretching its meaning . 
many scenes appear staged , and a great deal of cutting-and-pasting has been done in the editing room . 
the cinema verite effect is a conceit -- genuine spontaneity is at a premium , and everyone is aware of and playing to the camera ( especially would-be actresses like cindy crawford ) . 
director douglas keeve ( who was mizrahi's lover at the time ) freely admits that he "" couldn't care less about the truth "" but was more interested in capturing "" the spirit and love in isaac and in fashion . "" 
despite violating nearly every rule of "" legitimate "" documentary film making , however , unzipped is a remarkably enjoyable piece of entertainment . 
while it sheds only a little light on the behind-the-scenes world of the fashion industry , it presents a fascinating , if incomplete , picture of designer mizrahi . 
this man is the perfect subject for this kind of study -- he's funny , energetic , and eminently quotable . 
he has unusual views on just about everything , from fashion ( "" it's about women not wanting to look like cows "" ) to mary tyler moore ( "" between her and jackie kennedy , they shaped this country "" ) to style ( "" it's almost impossible to have style nowadays without the right dogs "" ) . 
unzipped also gives a glimpse into the creative process by which mizrahi turns an idea into a dress . 
it's almost certainly different that anyone would imagine . 
the designer draws on a variety of sources for his look , including nanook of the north and old bette davis movies , then enlists the aid of a ouija board to help form the collection . 
in particular , unzipped traces mizrahi's development of his fall 1994 line from its inception in the spring to the final fashion show , which highlights a number of prominent models , including cindy crawford , naomi campbell , kate bush , and linda evangelista . 
on the technical side , a number of interesting choices were made in filming unzipped . 
a variety of film stocks were used : super 8 , 16 mm black-and-white , and 35 mm color . 
there is a purpose to this beyond simple artiness -- the stock often serves as an emotional key to the movie , and , during the climactic fashion show , color is used to show the audience's perspective , while black-and-white is for the behind-the- scenes sequences . 
nevertheless , some viewers will be put off by this treatment . 
while unzipped isn't an expose on the fashion industry per se , keeve has enough clips of petulant models to make the viewer realize how tame robert altman was with ready to wear . 
overall , however , this movie is far more about mizrahi than anything else , and only when viewed from that perspective does unzipped succeed . 
when the designer declares that "" everything is frustrating except designing clothes -- that's beautiful and liberating , "" it fits perfectly with the image of him that unzipped has constructed . 
",pos
"one of the last entries in the long-running carry on series , carry on behind is very similar to carry on camping in that it involves a group of holidaymakers descending on a 'caravan' site . 
professors anna vrooshka ( elke sommer ) and roland crump ( kenneth williams ) and a group of archaeology students stay in the caravan site owned by major leep ( kenneth connor ) so that they can explore the nearby roman settlement remains . 
anna has a little trouble understanding english and sometimes people get the wrong end of the stick : - for instance , when anna is asking for 'scrubbers for dirty caravan' , she means that she wants a scrubbing brush to clean the caravan ! 
arthur upmore ( bernard bresslaw ) and his wife linda ( patsy rowlands ) take her mother daphne barnes ( joan sims ) and her minah bird on holiday with them . 
mother-in-law jokes prevail . 
furthermore , the trouble that joe and norma baxter ( ian lavender and adrienne posta ) have with their large irish greyhound allows for some comical moments between the two families . 
fred ramsden ( windsor davies ) and ernie bragg ( jack douglas ) leave their wives ( liz fraser and patricia franklin ) behind for a fishing holiday . 
however , they have more in mind than fishing when they catch sight of two young girls , sandra ( carol hawkins ) and carol ( sherrie hewson ) . 
the story involves the disruption caused by the archaeological professors of the day-to-day running of the camp , the search for the minah bid and greyhound , the major , fred and ernie's desperate need of a woman , a misunderstanding leading to a striptease at the caravan park's pub , and a shock in store for daphne . 
the partnership between sommer and williams is very effective and amusing . 
this is what binds the movie together . 
joan sims stands out as the demanding mother-in-law , bernard bresslaw and patsy rowlands work well together as husband and wife , and carol hawkins and sherrie hewson are a welcome addition to the cast . 
on the other hand , there are low-key performances from kenneth connor and peter butterworth as barnes the handyman , and there are very poor performances by windsor davies and jack douglas who spend far too much time on the screen ! 
even though there is no real plot to speak of and the jokes are getting bluer due to the new scriptwriter dave freeman , there are enough truly comical moments and bright and breezy performances to lift this carry on above many of its predecessors . 
although the regular cast is depleted , the ones that remain show that they can still make a good carry on film . 
a relative flop at the cinema , this movie deserves a lot more recognition . 
",pos
"urban legend surprised me . 
based on the last few films the genre has produced ( including but not exclusive to the likes of i know what you did last summer , disturbing behavior and the disappointing halloween : h20 ) , i was positive that i was in store for another mildly entertaining but silly and ultimately boring rehash of the scream phenomena . 
thankfully , legend rose above it's soggy premise to become not only a hip , scary and stylish entertainment , but also what will probably become one of the best films of the year . 
you're all familiar with the plot ; a bunch of overly horny teenagers get systematically slaughtered by a masked maniac who's identity is not revealed until the closing moments of the film when it turns out to be , you guessed it ; everybody's favorite veteran of the whodunit flicks . . . the 
only person you didn't suspect ! 
however , just because legend doesn't really break any new ground as far as literary or even technical achievements go does not mean that it can't qualify as first-class entertainment . 
it was , believe it or not , one of the funnest times i've had at the movies all year . 
the thing is , i'm not really sure what made this particular stab ( pardon the pun ) at the genre seem so fresh and alive . 
maybe it was the above-par performances by the movie's two leads ( jared leto and "" cybil "" actress alicia witt ) . 
or , it could have been the on- target direction by jamie blanks . 
more likely , though , it was because of the inspired premise . 
i don't think i need to tell you that a killer hacking people up ala urban folklore is much more frightening than a killer fisherman . 
urban legend begins with a sequence that reminded me of the classic scream opener , not so much in plotting as in attention to detail that makes for an absolutely chilling teaser for the rest of the film . 
a pretty young coed is driving down a deserted road when ( gasp ! ) a gas problem ( hee-hee ) forces her to stop at an equally deserted gas station for a refill . 
one problem , though . 
would you want to stop at a station run by brad dourif ? 
i thought not . 
predictably , the attendant ends up coaxing her into the main building to sort out a problem with the credit card company . 
it's odd , though , when you pick up a phone to realize that nobody's on the other line . 
naturally , the potential victim escapes into her car and drives off . 
and the when we least expect it . . . whack ! ! ! 
a decapitation . 
it turns out that the creepy looking attendant was just trying to warn her about the maniac in the back seat of the car . 
so who is it this time ? 
the obvious candidate is the slightly off-kilter professor at the college the girl went to ( none other than freddy kruger himself , robert englund ) , who teaches a class on urban legends . 
a-ha . 
or could it be the fame-hungry local journalist ( leto ) looking for a meaty story to put on his resume ? 
like all movies of this nature , one of the chief pleasures is trying to guess whodunit . 
and it turns out to be , of course , the one you didn't suspect . 
i'm not going to pretend urban legend is anything more than it is , but i must give credit where credit is due . 
and this flick definitely deserves credit for being what not many other recent horror films have been . . . fun . 
 * complimentary movie ticket courtesy of valley cinemas in lodi , ca 
",pos
"the cryptic teaser trailer has been unspooling in moviehouses for quite sometime now : "" it mu5t be found . "" 
so what , exactly , is the fifth element ? 
after seeing luc besson's ambitious , much-shrouded-in-secrecy science fiction fantasy , i could not help but be let down by the actual answer , which is not nearly as exciting nor clever as one would think . 
but what is far from a letdown is the film as a whole , a wildly imaginative feast for the senses that does what all the best science fiction films do--create a universe unlike any other presented on the silver screen . 
the biggest irony of the fifth element is that the one thing that has been kept under such tight wraps--the actual storyline--is the most conventional , dismayingly so , element ( pun intended ) of the film . 
speaking in the vaguest possible terms , the basics of the plot are as follows : in the year 2259 , a great force of evil threatens to consume the earth , and only the four elements--earth , wind , fire , and water--united with a fifth element can stop it . 
figuring into all of this are new york cabbie korben dallas ( bruce willis ) ; a shady , southern-drawling entrepreneur by the name of zorg ( the hilariously hammy gary oldman , picking up where he left off in besson's the professional ) ; a priest ( ian holm ) ; and a mysterious creature named leeloo ( milla jovovich ) . 
all of the pieces come together in a tidy and somewhat underwhelming--and unsurprising--fashion , but there is no denying that this basic story holds some intrinsic interest . 
what remains interesting and exciting , however , after brief glimpses is the fascinating world besson has created with production designer dan weil , director of photography thierry arbogast , visual effects supervisor mark stetson , and the crew at digital domain . 
the look is absolutely mesmerizing right from the opening moments to the last . 
the frenzied cityscape of new york , with its vibrant day-glo colors , tall buildings penetrating high into the clouds , and the swarm of cars , cabs , and other vehicles flying through labyrinthian skyways , is absolutely breathtaking to behold , especially in a wild car chase sequence early on in the film . 
but it would not have been a completely captivating vision if the people inhabiting the settings weren't equally as interesting , and are they ever . 
in addition to the exotic menagerie of alien creatures that populate this world , from bulky robots to dog-like mangalores , the humans are outfitted in costumes by eccentric designer jean-paul gaulthier , best known for creating madonna's pointy bustier get-up in her blonde ambition tour . 
gaulthier's outlandish creations , such as a number worn by leeloo made entirely out of white straps , feel more at home in besson's futuristic vision than on any fashion runway in the world ; they add to the sense of otherworldliness about the film . 
while besson's bold vision is the biggest virtue of the film , it also could be its biggest obstacle to reaching a mass audience . 
for all its imagination , certain things about the film may be a bit too quirky and bizarre . 
i really do not know what middle america will make of the most outrageous character of the film , ruby rhod ( chris tucker ) , a flamboyant disc jockey who makes dennis rodman look conservative--he makes a raucous entrance dressed in an animal print dress , sporting a blonde hairdo in the shape of a hair dryer , speaking in high pitches at rapid fire speed . 
at first this character's hyper energy is funny , but the act wears out its welcome very quickly . 
not irritating , but just as strange , is a musical number by blue-skinned alien chanteuse diva ( maiwenn lebesco ) , who sings--and dances--an aria that is an unlikely blend of classical opera and techno . 
the tune , as with the entirety of longtime besson collaborator eric serra's innovative score , is haunting , but it is also completely jarring . 
then there are the campy touches of humor besson and co-scripter robert mark kamen sprinkle throughout , which too often are silly and forced ; a comic sexual encounter between ruby rhod and a flight attendant is highly distracting and not very funny , to boot . 
the story's weakness shines through in the climax and conclusion of the fifth element . 
while still visually and aurally spectacular , the events detailed are not as exciting nor powerful as they should be . 
the big , serious dramatic climax was met with more than a few snickers , and it ambitiously strives for a profundity which the film had not even begun to work toward . 
as such , at the end there is a sense that there was something bigger at work here , that there was still more left to be said about this story and these characters . 
this suspicion was confirmed by besson himself , who told me in the lobby following the screening ( imagine that , the filmmaker watching the film with the "" enemy "" --the critics ) that what had made it to the screen was really just the first half of the lengthy original fifth element screenplay and that the second half--now titled mr . shadow--is still waiting to be made . 
still , despite the story problems , the fifth element is an artistic triumph for luc besson ; rarely does a filmmaker's original vision come to the screen in all its audacious , undiluted glory . 
it is a fascinating example of how of one artist's fervid imagination can transport an audience into an intoxicating fantasy world generally seen only in dreams . 
",pos
"synopsis : bobby garfield ( yelchin ) lives in a small town with his mirthless widowed mother ( hope davis ) . 
bobby's world revolves around his friends , especially the spritely carol ( boorem ) . 
then one day , a new boarder arrives at bobby's house . 
ted brautigan ( hopkins ) is an enigmatic man to whom bobby takes an immediate liking . 
as the bond between bobby and ted deepens , bobby becomes privy to ted's great secret , an event which will change both of their lives forever . 
review : a small but enchanting movie , "" hearts in atlantis "" easily recalls another king-inspired coming-of-age film , "" stand by me "" , both in terms of its setting and the sentiment it conveys . 
 "" hearts "" is a tribute to the magic of childhood , to those summers when the days seem neverending , and nothing means more than your closest friends . 
unlike "" stand by me "" , there is a supernatural element to "" hearts "" , but although it is key to the plot , it is not prominent . 
like "" stand by me "" , this is a mostly character-driven film , and as such it benefits greatly from superb casting . 
yelchin is very good as bobby , finding a good mix of innocence and resignation . 
more splendid still is boorem , whom i praised highly for her work in "" along came a spider "" and who is simply radiant here as carol . 
and then there is hopkins , who despite playing such a quiet , introspective character as ted , nonetheless commands our attention every time he is onscreen . 
less successful is davis , whose strident elizabeth comes across as overly cartoonish . 
i also found it odd that bobby and carol's other friend , sully ( whose death as an adult sets up the movie's flashback framing device ) , is paid virtually no attention . 
but hicks' direction is lovely without being cloying , and despite the movie's general lack of incident , it never ceases to weave its spell over the audience . 
",pos
